Variant,Condition,ROI,RCADS Scale,Score Column,N,Pearson r,Pearson CI 95% Low,Pearson CI 95% High,Pearson p,Spearman rho,Spearman p,Most Influential PID,Pearson r Without Most Influential PID,Leave-One-Out r Minimum,Leave-One-Out r Maximum,Pearson q (BH-FDR),Pearson q (BY-FDR),Pearson p (Holm),Spearman q (BH-FDR),Spearman q (BY-FDR),Spearman p (Holm)
P27 omitted,Neutral Happy,PO,Major Depression,Major Depression Raw,34,0.018569432871395473,-0.3216158661690494,0.35450897539340115,0.9169818635713419,0.026253473509685342,0.8828305138237308,P26,-0.030404922267297504,-0.030404922267297504,0.061840422553834616,0.9922968004165909,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Happy,PO,Separation Anxiety,Separation Anxiety Raw,34,0.08305200376808075,-0.2624856935286139,0.40971083385524704,0.6405238044705922,-0.1095389928742057,0.5374418129346026,P20,-0.040128430820188785,-0.040128430820188785,0.14036993108842913,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,PO,Generalized Anxiety,Generalized Anxiety Raw,34,0.14075503978495385,-0.20727672448679058,0.4571605681555385,0.42719453699136356,0.1889219582554652,0.28459074217547947,P16,0.21177703316309754,0.09082307878752217,0.21177703316309754,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,PO,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.24469971296207044,-0.10189794255999211,0.5383199468825586,0.16308458263110265,0.2026073602056359,0.2504851595720236,P20,0.18226067665603762,0.18226067665603762,0.28818885891898116,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,CP,Social Phobia,Social Phobia Raw,34,0.0629678997285419,-0.2811852393778778,0.3927701140776649,0.7235032207311923,0.21696248966115952,0.21775367021709874,P25,0.302659667469507,-0.09101736251464679,0.302659667469507,0.9638929738401307,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Happy,CP,Panic Disorder,Panic Disorder Raw,34,0.21910706044662784,-0.12858616368959527,0.5188302912668362,0.21312803888456622,0.5056305953953528,0.0022846677705092616,P8,0.30836591516895584,0.15038893877541218,0.30836591516895584,0.9487061353373425,1.0,1.0,0.20562009934583353,1.0,0.40895553092115783
P27 omitted,Neutral Happy,CP,Major Depression,Major Depression Raw,34,0.25855789359321424,-0.08723525434267272,0.5487439396496762,0.13981345635183848,0.46074078364073523,0.006102802486169497,P20,0.39126462753102104,0.13429332087035195,0.39126462753102104,0.9487061353373425,1.0,1.0,0.3661681491701698,1.0,1.0
P27 omitted,Neutral Happy,CP,Separation Anxiety,Separation Anxiety Raw,34,0.21303437753402793,-0.13484573046370224,0.514159548836544,0.22640341530138625,0.1356789798100957,0.4442156430202292,P20,0.1199274661356501,0.1199274661356501,0.2571221898984043,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Happy,CP,Generalized Anxiety,Generalized Anxiety Raw,34,0.26207713193075954,-0.08348770501415112,0.551376788171856,0.13431224366457495,0.5144680681403947,0.0018530396026162207,P8,0.29031977187932345,0.25130644199092084,0.29031977187932345,0.9487061353373425,1.0,1.0,0.20562009934583353,1.0,0.3335471284709197
P27 omitted,Neutral Happy,CP,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.2878635553293205,-0.055726910788810154,0.5704941673729397,0.09876101767749096,0.40847756900354054,0.01646690397238284,P20,0.23937800728758307,0.23937800728758307,0.3218784048520531,0.9487061353373425,1.0,1.0,0.47110803831242776,1.0,1.0
P27 omitted,Neutral Sad,LOT,Social Phobia,Social Phobia Raw,34,-0.30291245454838084,-0.5815112763396687,0.039276517539697145,0.08161743169300184,-0.18095529681485126,0.30575929971922966,P20,-0.2363747890458804,-0.3523675506501128,-0.2363747890458804,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,LOT,Panic Disorder,Panic Disorder Raw,34,-0.25049745184165817,-0.542691910146665,0.09578189631108332,0.15303230206602433,-0.26416997192974434,0.13111725661106569,P35,-0.3129658359754392,-0.3129658359754392,-0.19298409200861028,0.9487061353373425,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Sad,LOT,Major Depression,Major Depression Raw,34,-0.19532407758522144,-0.500435085538458,0.15294385259017343,0.2682811631923797,-0.17840079659797878,0.31275201514036144,P20,-0.2942850951068212,-0.2942850951068212,-0.10782598499896177,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,LOT,Separation Anxiety,Separation Anxiety Raw,34,-0.3439170247927417,-0.6110204673605394,-0.006508241767469809,0.04641791571398875,-0.2333927404990178,0.18403569391985322,P14,-0.2901797225513246,-0.38352492912914893,-0.2901797225513246,0.9487061353373425,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Sad,LOT,Generalized Anxiety,Generalized Anxiety Raw,34,-0.290437261647074,-0.5723855831213746,0.05292667838615901,0.09564996477163404,-0.3082166591686214,0.07615698557434546,P6,-0.23324652213306413,-0.32397932171920285,-0.23324652213306413,0.9487061353373425,1.0,1.0,0.8063680825518931,1.0,1.0
P27 omitted,Neutral Sad,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.27234146867720704,-0.5590230739124449,0.07250135293837441,0.11917840608807305,-0.3624869412268011,0.03513188421533113,P11,-0.3646481910830594,-0.3646481910830594,-0.21765574367180476,0.9487061353373425,1.0,1.0,0.5897701308356812,1.0,1.0
P27 omitted,Neutral Sad,ROT,Social Phobia,Social Phobia Raw,34,0.19458970306779033,-0.15368929795029038,0.4998626570403677,0.27012028686043377,0.2188011548277795,0.21378368391112948,P26,0.29245311535408913,0.10519771470129909,0.29245311535408913,0.9487061353373425,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Sad,ROT,Panic Disorder,Panic Disorder Raw,34,-0.08344381449080783,-0.41003909628816715,0.2621182941432455,0.6389429370293902,-0.12127101050575985,0.4944778549503017,P4,-0.024098549353152084,-0.1369457626425769,-0.024098549353152084,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,ROT,Major Depression,Major Depression Raw,34,0.02272899499596856,-0.3178799811146724,0.35814195398952836,0.898472873081301,-0.010132919600229431,0.9546440410008243,P26,0.14189356966476482,-0.07759897661963142,0.14189356966476482,0.9922968004165909,1.0,1.0,0.9708244484754146,1.0,1.0
P27 omitted,Neutral Sad,ROT,Separation Anxiety,Separation Anxiety Raw,34,-0.038326520811588764,-0.37167504428500286,0.3037763352514805,0.8296114871762281,0.02256129824823839,0.8992181296872014,P23,-0.14209460228823118,-0.14209460228823118,0.06246731749937187,0.9889408456405369,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Sad,ROT,Generalized Anxiety,Generalized Anxiety Raw,34,-0.1635309543213693,-0.47540641155241314,0.18485746451389992,0.35542561840021747,-0.1627730549424647,0.35769015819690964,P16,-0.24640698645680598,-0.24640698645680598,-0.0903884170713668,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.1454503679697349,-0.46094392772476767,0.20268464242204967,0.41177774790875543,-0.0747347701372016,0.6744392001196475,P11,-0.20974348111424018,-0.20974348111424018,-0.08523837056116486,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,O,Social Phobia,Social Phobia Raw,34,-0.1620847570618571,-0.47425578160430115,0.18629187884262172,0.3597542084662493,-0.11338435194156642,0.5231655621561412,P29,-0.10515464325297753,-0.20910720096952562,-0.10515464325297753,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,O,Panic Disorder,Panic Disorder Raw,34,0.07830031820414941,-0.26693336981710836,0.40572308458502243,0.6598177787720436,-0.06488385275467405,0.715434030782603,P35,-0.14341522155812714,-0.14341522155812714,0.1271017464098909,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,O,Major Depression,Major Depression Raw,34,-0.032505186531224646,-0.36664071842616924,0.30905771653769154,0.85519448265171,-0.07246572805012563,0.6838057218352249,P35,-0.13979953036741233,-0.13979953036741233,0.03766786080961294,0.9922968004165909,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,O,Separation Anxiety,Separation Anxiety Raw,34,-0.07224259253662026,-0.4006211293494545,0.27258228118203215,0.6847293517344257,0.031430222387201064,0.859935323058869,P14,-0.011312378262196585,-0.1140392353391039,-0.011312378262196585,0.9638929738401307,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Sad,O,Generalized Anxiety,Generalized Anxiety Raw,34,-0.10746535482302785,-0.4300042272873713,0.23940041652586996,0.5452169243434998,-0.07101980248915522,0.6897988171561437,P29,0.06713015780817538,-0.22887537837927519,0.06713015780817538,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,O,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.24651677574364983,-0.5396918614922667,0.09998393437995416,0.15988443329636204,-0.1735524703601958,0.3262972462096668,P29,-0.1114559294760414,-0.30433038717474253,-0.1114559294760414,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,Frontal,Social Phobia,Social Phobia Raw,34,-0.15931786494576267,-0.47205139843633026,0.1890320950501028,0.36812312234206923,0.007507882763698316,0.9663861878606721,P18,-0.04820860880944024,-0.2025064931705723,-0.04820860880944024,0.9487061353373425,1.0,1.0,0.9737898703796299,1.0,1.0
P27 omitted,Neutral Sad,Frontal,Panic Disorder,Panic Disorder Raw,34,-0.06197611606486124,-0.39192771564050805,0.28210192927435307,0.7276917856875393,-0.08651180367289873,0.6266187115179368,P35,-0.15391240943359394,-0.15391240943359394,0.012037877192609334,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,Frontal,Major Depression,Major Depression Raw,34,-0.008873063773817035,-0.34600056397890533,0.3302836717811838,0.9602785275018157,0.09703038162643941,0.5851293056299824,P6,0.10456313216546813,-0.06650524443736971,0.10456313216546813,0.9922968004165909,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,Frontal,Separation Anxiety,Separation Anxiety Raw,34,-0.21722988036224783,-0.5173883855232565,0.13052407599034174,0.21717321509334123,-0.16570884575430264,0.3489663504110284,P8,-0.2681906084138565,-0.2681906084138565,-0.19346589838823466,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,Frontal,Generalized Anxiety,Generalized Anxiety Raw,34,0.006886722153042153,-0.3320522765188579,0.344250710448555,0.9691658301637083,0.09159852521477102,0.6064034667461549,P6,0.09613363461082769,-0.05680490896197338,0.09613363461082769,0.9922968004165909,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,Frontal,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.0962135587804742,-0.4206915824358798,0.25008906812324927,0.5883072572774776,-0.04801048642909624,0.787444117772442,P18,-0.17815953292177378,-0.17815953292177378,-0.046214371399183135,0.9525914818834967,1.0,1.0,0.9595869223790835,1.0,1.0
P27 omitted,Neutral Sad,PO,Social Phobia,Social Phobia Raw,34,-0.11316258934365613,-0.43469356160367034,0.2339560704354823,0.5239838090950708,-0.1397385526631197,0.4305737398149755,P4,-0.17798367851476976,-0.17798367851476976,-0.07506798155668695,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,PO,Panic Disorder,Panic Disorder Raw,34,-0.19747811128380835,-0.5021125692529229,0.1507550578816502,0.2629340722963811,-0.22369480663992392,0.2034606479878019,P8,-0.28868368129224464,-0.28868368129224464,-0.12304876956609319,0.9487061353373425,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Sad,PO,Major Depression,Major Depression Raw,34,-0.041893986422068215,-0.3747505521122917,0.3005293432501054,0.8140164354909073,0.08152394405639134,0.6467039799117366,P6,0.010352893016190209,-0.08199470588710901,0.010352893016190209,0.9874566402382782,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,PO,Separation Anxiety,Separation Anxiety Raw,34,-0.11374786577209746,-0.43517431097761017,0.23339553743589347,0.5218256419889358,-0.04029914652616374,0.8209799224798825,P4,-0.05459199503380004,-0.14999438716822838,-0.05459199503380004,0.9525914818834967,1.0,1.0,0.9595869223790835,1.0,1.0
P27 omitted,Neutral Sad,PO,Generalized Anxiety,Generalized Anxiety Raw,34,0.004572020363723631,-0.3341102453035681,0.3422086291108577,0.979526813474598,-0.014699087661154131,0.9342426877548906,P6,0.047126730151869765,-0.02464386850171606,0.047126730151869765,0.9922968004165909,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Sad,PO,Obsessive Compulsive,Obsessive Compulsive Raw,34,-0.011582639493634205,-0.34838376971428986,0.32786726551756223,0.9481631069993665,0.07892986118440418,0.6572487930467794,P30,0.03623025386374958,-0.03391151477070189,0.03623025386374958,0.9922968004165909,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,CP,Social Phobia,Social Phobia Raw,34,-0.1782711785557587,-0.4870735510151506,0.17015217667997312,0.3131094848505609,-0.09913469690026144,0.5769774134685912,P18,-0.11270648475214651,-0.2199398385176132,-0.11270648475214651,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,CP,Panic Disorder,Panic Disorder Raw,34,-0.02203841548957848,-0.35753950134168233,0.318500953897738,0.9015423994548079,0.0568506138421906,0.7494593569268049,P4,0.12096048259237493,-0.11259829461607632,0.12096048259237493,0.9922968004165909,1.0,1.0,0.9541352209534372,1.0,1.0
P27 omitted,Neutral Sad,CP,Major Depression,Major Depression Raw,34,0.08857716433544069,-0.2572955006376658,0.41433205951951657,0.6183773737710403,0.26268826418170543,0.13337340699483616,P6,0.1648233421162548,0.04896939448240468,0.1648233421162548,0.9610783891335429,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Neutral Sad,CP,Separation Anxiety,Separation Anxiety Raw,34,-0.058856633569816755,-0.3892744864682053,0.2849811274159447,0.7409162608067025,0.03376414979219124,0.8496484968929199,P4,0.012314122787659424,-0.12173278819060081,0.012314122787659424,0.9638929738401307,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Neutral Sad,CP,Generalized Anxiety,Generalized Anxiety Raw,34,0.029118393911950643,-0.3121207070373735,0.36370276788911543,0.8701471168137791,0.1339937885743103,0.44994681693987404,P6,0.0847824543145929,-0.013524517677491535,0.0847824543145929,0.9922968004165909,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Neutral Sad,CP,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.0004064315895246848,-0.3378056945025963,0.33852560188177716,0.9981798391299976,0.21923235065195726,0.2128599047779867,P30,0.10685042808583478,-0.03447009490985513,0.10685042808583478,0.9981798391299976,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Positive Valence,LOT,Social Phobia,Social Phobia Raw,34,-0.17123685706371872,-0.4815194800676019,0.1771892369669249,0.3328927050399557,-0.11476335081653143,0.5180914688655964,P25,-0.03268814829345011,-0.2373968353241651,-0.03268814829345011,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Positive Valence,LOT,Panic Disorder,Panic Disorder Raw,34,-0.10565874498965022,-0.42851358241528464,0.24112229150496892,0.5520338466573902,-0.1479969784261375,0.4035494323482318,P25,-0.15612314547768072,-0.15612314547768072,-0.05697196061011578,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Positive Valence,LOT,Major Depression,Major Depression Raw,34,0.2511682269495407,-0.09507260281919798,0.5431967089185429,0.15189893668052612,0.16074495184000326,0.36379235630181606,P25,0.1285177263981684,0.1285177263981684,0.30102226809128807,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Positive Valence,LOT,Separation Anxiety,Separation Anxiety Raw,34,-0.09266368406568107,-0.4177392388804143,0.2534438487828003,0.6022058258453968,-0.1537280184086864,0.3853787318684544,P25,-0.2670467354521353,-0.2670467354521353,0.0033329516229194146,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Positive Valence,LOT,Generalized Anxiety,Generalized Anxiety Raw,34,0.019024415799255873,-0.32120774130340807,0.3549068539911982,0.9149550418154939,0.032028538377462154,0.8572960071178852,P16,0.15244208041281201,-0.06280464844489338,0.15244208041281201,0.9922968004165909,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Positive Valence,LOT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.12528410086364913,-0.22229972138585508,0.44461297599927796,0.4801943541410624,0.030608627270329966,0.8635620006470782,P25,0.06124495917644827,0.06124495917644827,0.17710699126126017,0.9525914818834967,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Positive Valence,ROT,Social Phobia,Social Phobia Raw,34,0.06958853932754491,-0.2750497548526141,0.3983793911204341,0.6957494439616125,0.12916622795505472,0.4665836275093459,P25,0.16320167765457233,-0.011990646062710053,0.16320167765457233,0.9638929738401307,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Positive Valence,ROT,Panic Disorder,Panic Disorder Raw,34,0.10716431597105712,-0.23968748741983592,0.4297559603214881,0.5463500725863281,0.0976347498594143,0.582782836753208,P8,-0.09082876382308284,-0.09082876382308284,0.17475722225683948,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Positive Valence,ROT,Major Depression,Major Depression Raw,34,0.28331926546461667,-0.06065800647214532,0.567147234776268,0.10444105633167855,0.24963829196928872,0.15449289881920547,P11,0.21718779712823016,0.21718779712823016,0.33748804746039873,0.9487061353373425,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Positive Valence,ROT,Separation Anxiety,Separation Anxiety Raw,34,0.13492185593604156,-0.21296035904737484,0.4524443530903348,0.4467856255317567,0.0855773381829732,0.6303621918418549,P8,0.013729427465813402,0.013729427465813402,0.18975179915715482,0.9525914818834967,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Positive Valence,ROT,Generalized Anxiety,Generalized Anxiety Raw,34,0.1762205141744657,-0.17220731590040944,0.4854569885376181,0.31879900713426446,0.165867599713234,0.3484983061283421,P16,0.2885357919023029,0.09340834592116581,0.2885357919023029,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
P27 omitted,Positive Valence,ROT,Obsessive Compulsive,Obsessive Compulsive Raw,34,0.2758166315900892,-0.06876267973631511,0.5616008499747607,0.11435457103381674,0.231972997536054,0.1867945365006591,P11,0.06923782802874856,0.06923782802874856,0.4410230755061933,0.9487061353373425,1.0,1.0,0.9359897070809916,1.0,1.0
P27 omitted,Positive Valence,O,Social Phobia,Social Phobia Raw,34,-0.12013827212425186,-0.4404115280383606,0.22726024634805383,0.498548292988851,-0.02466875765215161,0.8898587812905222,P25,-0.04686446481349366,-0.18588423237360777,-0.04686446481349366,0.9525914818834967,1.0,1.0,0.9647529961652317,1.0,1.0
P27 omitted,Positive Valence,O,Panic Disorder,Panic Disorder Raw,34,-0.1587424550628992,-0.4715924775941172,0.18960127671881818,0.36987792108031714,-0.14336241751508932,0.41859420934253644,P4,-0.02607206189762128,-0.19789856112037396,-0.02607206189762128,0.9487061353373425,1.0,1.0,0.9541215817472066,1.0,1.0
